finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
P1-D1-L05,P1-D1,LOW,[intelligence/counterfactual.py:199](argus/intelligence/counterfactual.py#L199),`self._store: object \,"None = None  # CounterfactualStore, set via set_store()` — duck-typed to avoid circular import. Same Protocol-type suggestion pattern as DEF-096.",Loses static-type checking on `write_open` / `write_close` calls.,Define a `Protocol` in `counterfactual.py` (e.g. `class CounterfactualStoreProtocol(Protocol): async def write_open(...)... async def write_close(...)...`) and use it in place of `object`.,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L06,P1-D1,LOW,[intelligence/counterfactual.py:315-344](argus/intelligence/counterfactual.py#L315-L344) + [counterfactual.py:655-660](argus/intelligence/counterfactual.py#L655-L660),"`asyncio.get_running_loop().create_task(...)` fire-and-forget creates orphan tasks whose exceptions are swallowed by the event loop's default handler. `CounterfactualStore._warn` catches write failures at the SQL layer, but a task that raises before hitting `try` inside `write_*` would disappear silently.","Low risk — `write_open`/`write_close` have outer try/except blocks, but any transient import / attribute error outside that block would be invisible.","Wrap the `create_task(…)` in a helper that attaches `.add_done_callback(…)` to log exceptions, matching the `_poll_task_done` pattern from `api/server.py:194`.",safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L07,P1-D1,LOW,"[intelligence/briefing.py:245-247](argus/intelligence/briefing.py#L245-L247), [intelligence/classifier.py:297-299](argus/intelligence/classifier.py#L297-L299)","Both blocks: `except Exception as e: logger.error(…, e)` — no `exc_info`. Same pattern as P1-A1 M7.",Silent degradation of Claude paths; fallback brief or fallback classifier is used with no stack trace.,"`logger.error(…, e, exc_info=True)`.",safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L08,P1-D1,LOW,[intelligence/briefing.py:265-270](argus/intelligence/briefing.py#L265-L270),`_group_by_category` hardcodes the eight category keys. `CatalystClassification.VALID_CATEGORIES` in `models.py:70-84` is the source of truth. Two drift-prone lists.,"Add a 9th category in models and briefing's grouping silently routes it to `""other""`.",Iterate `sorted(CatalystClassification.VALID_CATEGORIES)` to build the `grouped` dict.,safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L09,P1-D1,LOW,[intelligence/briefing.py:284](argus/intelligence/briefing.py#L284),`_build_prompt` accepts `date: str` but uses it only on line 296. The prompt otherwise has no date context beyond the user's opening sentence. Minor; consider mentioning the date in more spots or dropping the param if unused.,Cosmetic.,N/A or expand prompt.,safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L10,P1-D1,LOW,[intelligence/counterfactual.py:262-265](argus/intelligence/counterfactual.py#L262-L265),"`metadata.get(""regime_vector_snapshot"") # type: ignore[union-attr]` — `metadata` is `dict[str, object] \","None` and the preceding `if metadata and ""regime_vector_snapshot"" in metadata` already narrows it. The `type: ignore` is probably unnecessary after the narrow.",Cosmetic Pylance noise.,"Drop `# type: ignore` and verify Pylance is clean; if not, extract `metadata` into a local after the narrow.",fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L11,P1-D1,LOW,[intelligence/startup.py:223-237](argus/intelligence/startup.py#L223-L237),"`shutdown_intelligence()` closes `pipeline` and `storage` but does NOT stop the `polling_task`. The polling task is held by `api/server.py`'s lifespan (via `app_state.intelligence_polling_task`), and the lifespan handler does cancel it — but `shutdown_intelligence()`'s docstring says ""stops the pipeline and closes storage connections"" with no caveat.",Misleading docstring. Shutdown ordering is actually fine because the lifespan cancels before this is called.,Document ordering in the docstring; assert polling task is already cancelled as a precondition.,safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L12,P1-D1,LOW,[intelligence/classifier.py:237-244](argus/intelligence/classifier.py#L237-L244),"`""Classification cycle cost""` log aggregates per-batch cost but is scoped to a **single call to `classify_batch()`**, not a full polling cycle. A single poll processes one batch per source, so if multiple sources flowed through the same `classify_batch()` call this log would be correct; in practice each `classify_batch()` call is one batch of headlines and the word ""cycle"" is slightly inaccurate.",Log-semantics minor.,"Rename to ""Classification batch cost"".",safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L13,P1-D1,LOW,"[intelligence/sources/sec_edgar.py:50](argus/intelligence/sources/sec_edgar.py#L50), etc.","`_TICKERS_URL`, `_SUBMISSIONS_URL`, `_FILING_URL`, `_EFTS_SEARCH_URL` are hardcoded strings on the class, not in YAML. Fine for now (SEC URLs never change) but contradicts the global rule that ""All tunable parameters live in YAML"" from `.claude/rules/architecture.md`.",Philosophical consistency only.,"Leave as-is; add a class-docstring note that SEC URLs are SEC-owned constants, not operator-tunable.",safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-D1-L14,P1-D1,LOW,[intelligence/counterfactual.py:40-47](argus/intelligence/counterfactual.py#L40-L47),"`RejectionStage` enum has `SHADOW = ""shadow""` alongside true rejection stages. Shadow-mode routing is not really a *rejection* — it's a strategy-mode routing decision that produces a counterfactual track. The semantic mismatch is cosmetic but shows up in `FilterAccuracy` reports where ""shadow"" appears as a rejection category.",Conceptually confusing; a shadow-mode variant's filter accuracy is not really about *filtering*.,"Split into `RejectionStage` (true rejections) + `TrackingReason` (shadow, overflow). `FilterAccuracy` would then exclude shadow by default. Non-trivial refactor.",weekend-only,fix-now,FIX-07-intelligence-catalyst-quality,,bundle with same-file MEDIUM/CRITICAL fixes
P1-D2-M01,P1-D2,MEDIUM,"[spawner.py:259](argus/intelligence/experiments/spawner.py#L259), [main.py:841-953](argus/main.py#L841-L953), [main.py:1060-1086](argus/main.py#L1060-L1086)",Variant `_exit_overrides` set on strategy instance by spawner but **never wired to OrderManager**. `OrderManager._strategy_exit_overrides` is constructed from `config/strategies/*.yaml` files BEFORE variant spawning; no code path reads `variant_strategy._exit_overrides` and registers it. Any variant with `exit_overrides:` in experiments.yaml would silently get default exit config.,"DEF-132 exit-override dimension is incomplete end-to-end. Currently latent — no variant uses `exit_overrides:` in `config/experiments.yaml`, so nothing is actively misconfigured. But the feature is documented as shipped in Sprint 32.5 and the first time someone sets `exit_overrides:` they'll get a silent failure.","Add a registration method on `OrderManager` (e.g. `register_strategy_exit_override(strategy_id, overrides)`) that also invalidates `_exit_config_cache[strategy_id]`. Call it from main.py for each spawned variant whose `_exit_overrides` is not None. Alternatively, fold variant exit overrides into `strategy_exit_overrides` before OrderManager construction (more invasive because spawning currently happens after OrderManager is built).",weekend-only,fix-now,FIX-03-main-py,,
P1-D2-M02,P1-D2,MEDIUM,[runner.py:878-894](argus/intelligence/experiments/runner.py#L878-L894) vs [factory.py:206-259](argus/strategies/patterns/factory.py#L206-L259),"Two different fingerprint schemes coexist. Runner hashes `{""detection_params"": {...}, ""exit_overrides"": {...}}`; factory (used by spawner) hashes `{""detection"": {...}, ""exit"": {...}}`. Same semantic content, **different SHA-256 output**. For the detection-only path both produce identical hashes (single-level dict, same keys), but as soon as `exit_sweep_params` are introduced in a sweep, the grid-sweep fingerprint for a config will NOT match the spawner-produced fingerprint for the identical variant.","Dedup between grid-sweep experiments and manual variants breaks when exit overrides are present. `get_by_fingerprint` would fail to find the manual variant's fingerprint in a sweep-result table and vice versa. Currently latent (no variants use exit_overrides, `exit_sweep_params: null`).",Unify both paths on `factory.compute_parameter_fingerprint`. Runner should build the canonical dict via the factory helper rather than ad-hoc.,weekend-only,fix-now,FIX-08-intelligence-experiments-learning,,
P1-D2-M03,P1-D2,MEDIUM,"[experiments/store.py:695](argus/intelligence/experiments/store.py#L695), [learning/learning_store.py:215](argus/intelligence/learning/learning_store.py#L215), vs [main.py:1202](argus/main.py#L1202)",`enforce_retention` exists on `ExperimentStore` (90 days default) and `LearningStore` (90 days from `report_retention_days`) but is **never called at boot or on any schedule** in `argus/`. Only `counterfactual_store.enforce_retention` is wired.,"`data/experiments.db` and `data/learning.db` grow unbounded. Over time, `list_experiments` and `list_reports` pagination degrades, and backups grow. No active failure, just slow accretion.","Call `experiment_store.enforce_retention(max_age_days=90)` and `learning_store.enforce_retention(learning_loop_config.report_retention_days)` in the relevant startup phases of `main.py`, mirroring the counterfactual pattern.",safe-during-trading,fix-now,FIX-03-main-py,,
P1-D2-M04,P1-D2,MEDIUM,"[threshold_analyzer.py:115-151](argus/intelligence/learning/threshold_analyzer.py#L115-L151), [learning_service.py:509-532](argus/intelligence/learning/learning_service.py#L509-L532)","`ThresholdAnalyzer._analyze_grade` can append **both** a ""lower"" and a ""raise"" `ThresholdRecommendation` for the same grade. `missed_opportunity_rate + correct_rejection_rate = 1.0` always, so when `missed > 0.50` both triggers fire. `_generate_proposals` then emits two `ConfigProposal` rows with the same `field_path` (`thresholds.<grade>`), one with value `current - 5.0` and one with `current + 5.0`. If an operator approves both, `apply_pending` applies them sequentially — second overwrites first and the drift guard sees twice the delta.","Confusing operator UX (two contradictory proposals to review), and a subtle bug if both are approved.","Either (a) pick the stronger signal and emit exactly one recommendation per grade (e.g. `raise` when correct < 0.50, else `lower` when missed > 0.40); or (b) enforce at `apply_pending` that only one pending `thresholds.<grade>` proposal survives. Option (a) is cleaner.",safe-during-trading,fix-now,FIX-08-intelligence-experiments-learning,,
P1-D2-M05,P1-D2,MEDIUM,"[config_proposal_manager.py:186-194, 424-452](argus/intelligence/learning/config_proposal_manager.py#L186-L194)","`_redistribute_weights` proportionally adjusts non-changed weight dimensions to maintain sum-to-1.0, but the **redistribution deltas are never recorded** in `config_change_history`. Only the explicitly-changed dimension is persisted via `record_change`. `get_cumulative_drift(dim, window)` therefore undercounts drift on redistributed dimensions.","Cumulative drift guard is evadable: repeatedly promote dim A up while dims B/C/D/E silently drift down via redistribution, and the guard never trips for B/C/D/E. Over months this could push the weight vector far from the initial anchor without operator awareness.","After applying each approved proposal, compute the actual delta for every redistributed dimension (compare pre- vs post-redistribution values) and call `record_change(..., source=""learning_loop_redistribution"", proposal_id=...)` for each. Drift guard then sees the full picture.",weekend-only,fix-now,FIX-08-intelligence-experiments-learning,,
P1-D2-L01,P1-D2,LOW,[learning/models.py:409-423](argus/intelligence/learning/models.py#L409-L423),"`_convert_datetimes` in `LearningReport.to_dict()` converts `isinstance(val, datetime)` only. A `date` (not `datetime`) field would slip through and cause `json.dumps` to fail at `learning_store.py:124` (no `default=str` there).",Latent serialization crash if a future `LearningReport` / nested dataclass field uses `date`. No current failure — present dataclasses use `datetime` only. Same failure class as DEF-151.,"Either widen the guard to `isinstance(val, (date, datetime))` (keep `datetime` first so `.isoformat()` picks the richer branch), or add `default=str` to the `json.dumps` call in `learning_store.save_report`.",safe-during-trading,fix-now,FIX-08-intelligence-experiments-learning,,
